id,name,category,citation,chapter,actor,domain,layer,module,algorithm,rule,worked_expression,has_expression
254,Coherence Classification,Internal,§124.1,124,—,"D5 Inference, Prediction & Calibration",Reasoning,D5.ch124,"Classify by the governing value against configured floors — stable, drifting, misaligned — always naming the dimension that produced the classification; distinguish two further states with different causes and remedies: incomplete, where a dimension cannot be computed for want of data, and contradictory, where two records assert incompatible content and a specific pair is recorded. Coherence informs and never gates: it adjusts no confidence, admits or excludes no record, and withholds no output.",Stable at or above the upper floor; drifting between floors; misaligned below the lower floor.,"=IF(MIN(0.94,0.88,0.91,0.62,0.90,0.86)>=0.85,""Stable"",IF(MIN(0.94,0.88,0.91,0.62,0.90,0.86)>=0.70,""Drifting - reported"",""Misaligned - reported with dimension named""))",True
255,Context Lock and Key,Internal,§124.2,124,—,D0 Prime Directive,Governance (vertical),,"Enumerate the context dimensions whose values must agree for the determinism guarantee to hold — device class, entitlement set, locale, expressive register, audience level, temporal posture, traversal cost table, convergence regime — compute a key over them and return it with the output. Identical keys mean the outputs must be identical and a difference is a defect; differing keys mean nothing is claimed. The enumeration is in the permanently-excluded set, since a mechanism able to unlock a dimension could restore apparent determinism by narrowing what determinism means.",Determinism is asserted between two executions only where the context key computed over the locked dimensions is identical.,"=IF(COUNTIF({""device"",""entitlement"",""locale"",""register"",""audience"",""posture"",""costs"",""regime""},""session-time"")>0,""Locked dimension - determinism claimed"",""Unlocked - determinism not claimed across this difference"")",True
256,Relevance Gradient,Internal,§124.3,124,—,D4 Retrieval & Response,Reasoning,,"Compute at traversal time the rate of change of relevance across a record's neighbours within an edge class, and order traversal to prefer directions of lower gradient, since slowly-changing relevance marks a region of stable meaning while a sharp change marks a boundary beyond which traversal gathers material of a different kind. Computed from values the records already carry, stored nowhere, adding no schema field, and altering the order in which the §123.1 budget is spent rather than what is reachable within it.",gradient = |relevance(a) - relevance(b)| across neighbours in an edge class; lower gradient is traversed first.,=ABS(0.91-0.62),True
257,Substrate Output as a Modality,Admin,§4.10.1,4,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch4,"Register a computational substrate — neuromorphic processor, memristive array, multi-electrode array — as a source under a declared capability and its output as a modality with its own independently-failing extractor, so a substrate that becomes unavailable removes one modality and leaves the rest operating; reduce its output to concept-level records before admission, retain no raw episode, pass the safety gate, calibrate confidence against the substrate's registered reliability, and treat the substrate as a source class so many readings from one array do not weigh as readings from many.",A substrate output is ingested only where its modality and extractor are registered.,"=IF(COUNTIF({""text"",""image"",""audio"",""video"",""sensor"",""spike-train""},""spike-train"")>0,""Registered modality; extractor dispatched"",""Refused - unregistered modality"")",True
258,Registered Substrate Interpretation,Internal,§4.10.2,4,—,D1 Ingestion & Sensory Intake,Knowledge,D1.ch4,"Admit a substrate output as a measurement of that substrate's behaviour; admit it as bearing on any other subject only through an interpretation registered in advance with its own provenance and reliability, revisable by an operator. Absent a registered interpretation the output is a measurement of the substrate and nothing more, since a response to a stimulus is evidence of what the substrate produced and not of what it was asked about.","Derived confidence = MIN(substrate reliability, interpretation reliability) — no better than the weaker of instrument and reading.","=MIN(0.71,0.55)",True
259,Substrate Stimulation Dispatch,Admin,§4.10.3,4,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch4,"Dispatch a stimulus to a registered substrate through its connector under a declared capability, refusing an undeclared capability at the boundary and recording each stimulus with its dispatching identity; emit no stimulus on an inference that stimulation would be useful, and let no substrate response adjust the parameters governing when it may be stimulated. Where a substrate comprises living tissue, the operating institution's governance and any review its jurisdiction requires apply; this specification authorises no substrate's operation.",A substrate output is admitted as calibrated evidence only where it clears the configured confidence floor.,"=IF(0.71>=0.6,""Substrate output admitted as calibrated evidence"",""Below floor - recorded, not admitted"")",True
260,Analog Convergence Realization,Internal,§7.7.1,7,—,D4 Retrieval & Response,Reasoning,D4.ch7,"Perform the threshold update by the settling of a variable-conductance array rather than by computing it: activations applied as row potentials, weights as element conductances, the weighted sum as column current, the stable state read by comparing current against a reference. The mapping is exact rather than analogical — Ohm's and Kirchhoff's laws produce the summation — and the duration of one settling does not scale with network size, where a digital update of an 8,192-unit network performs 67,108,864 multiply-accumulates.",Digital multiply-accumulates per update = N^2; one analog settling performs the same summation as a single physical operation.,=8192*8192,True
261,Unique-Equilibrium Precondition,Internal,§7.7.2,7,—,D4 Retrieval & Response,Reasoning,D4.ch7,"Permit analog realization only under the §116.2 monotone parameterization, refusing an array operated under the capacity bound alone. Conductance elements cannot be manufactured exactly, so two arrays hold weight matrices differing by fabrication tolerance; under a capacity bound both converge but may settle to different stable states while each behaves correctly, whereas under a unique equilibrium both settle to the same one. Uniqueness ceases to be a strengthening and becomes the precondition.",Analog operation is permitted only where the network's registered convergence regime is unique-equilibrium.,"=IF(COUNTIF({""unique-equilibrium""},""capacity-bounded"")>0,""Analog realization permitted"",""Refused - analog realization requires the unique-equilibrium regime"")",True
262,Cross-Array Agreement,Internal,§7.7.3,7,—,D4 Retrieval & Response,Reasoning,D4.ch7,"Register each array with its dimensions, conductance range, fabrication tolerance and read tolerance; resolve a column falling within tolerance of the threshold by a further settling rather than by rounding, and report unresolved with fallback to the digital path where it does not resolve; require two arrays on a common input under a common weight specification to agree within tolerance, raising a fault on divergence rather than averaging, since averaging two disagreeing results produces a state neither array reached and a state no array reached is not an attractor of either.",Two arrays agree where |state_A - state_B| <= registered read tolerance; beyond it a fault is raised.,"=IF(ABS(0.42-0.415)<=0.05,""Chips agree within tolerance"",""Divergence - device variation exceeds tolerance"")",True
263,Cross-Array Agreement Under Variation,Internal,§116.2,116,—,D4 Retrieval & Response,Reasoning,D4.ch116,"Parameterize by spectral norm below unity rather than by diagonal dominance: a diagonal-dominance constraint collapses the state toward zero where a unit's sign is near-ambiguous, yielding a unique equilibrium carrying no information, whereas a contraction retains the structure the weights encode. Simulated over 64 units holding six patterns, two matrices differing by 5% conductance variation settled differently on 30.5% of inputs under the capacity bound and 0.5% under a contraction at spectral norm 0.9 — recorded as a simulation result, not a hardware measurement.",Disagreement rate between two varied weight matrices is materially lower under a spectral contraction than under the capacity bound.,=1-0.005/0.305,True
264,Engine-Specific Prompt Composition,Internal,§126.2,126,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch126,"Compose a prompt from knowledge records through the regeneration mechanism under the vocabulary constraint, adding semantic markers naming the concepts to address, extraction instructions specifying the return form, and alignment constraints stating the target record schema; compose per engine from a registered profile recording accepted input form, context bound, declared capabilities and reliability. Composition is deterministic, so an identical request under an identical profile yields an identical prompt and a differing reply is attributable to the engine rather than to the asking.","Confidence of a converted record = MIN(engine reliability, extraction-instruction reliability).","=MIN(0.88,0.62)",True
265,Reply Conversion to Knowledge Records,Internal,§126.3,126,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch126,"Dispatch through a registered connector under a declared capability, refusing an unregistered engine or undeclared capability at the boundary; rate-limit and batch under compute accounting, deferring over-budget dispatches; terminate on failure, malformed reply or over-bound reply without producing a partial record. Normalize and segment the reply into individual assertions, convert each to a candidate record validated against its type's machine definition, and assign a temporal anchor from elicitation time, a semantic fingerprint and a provenance reference naming prompt, engine, version and position within the reply.",An assertion is converted only where it validates against the machine definition of its type; otherwise it is refused at construction.,"=IF(COUNTIF({""human-authored"",""ai-derived""},""ai-derived"")>0,""Citation discloses model origin"",""Ordinary citation"")",True
266,Derivation Marking and Disclosure,Internal,§126.5,126,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch126,"Carry the engine identity as an unmodifiable, unremovable field of the record schema, and disclose it in any citation resolving to that record, so a reader following a citation is told the assertion was generated by a named engine from a recorded prompt rather than asserted by an authored source. Prevents the failure in which the authority behind a cited claim turns out to be that a model produced it when asked.",A record cannot be re-typed to shed its derivation marking; every citation to it discloses the marking.,"=IF(COUNTIF({""human-authored"",""ai-derived""},""ai-derived"")>0,""Citation discloses model origin"",""Ordinary citation"")",True
267,Self-Corroboration Bar,Internal,§126.5,126,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch126,"Treat each registered engine as one source class, so repeated elicitation raises accumulated evidence without raising diversity — three assertions from one engine yield an effective source-class count of 1.0 against 3.0 for three distinct engines — and refuse a corroboration offered by a record derived from the same engine as the record it corroborates. Prevents confidence manufactured by repetition, where a hundred elicitations from one model would otherwise report near-certainty for a claim no source ever made.",Effective source classes D = 1/sum of squared weight proportions; all weight in one engine yields D = 1.,=1/((3/3)^2),True
268,Citation Verification of a Reply,Internal,§126.6,126,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch126,"Verify every citation contained in a model-derived assertion against the record store, recording it as verified where it resolves and unverified where it does not; admit the assertion carrying that recording rather than withholding it, so a fabricated citation becomes a recorded property of the assertion rather than an undetected defect. Record contradictions with authored records in the contradiction index, noting the derivation difference so a reviewer knows one side originated from a model.",A corroboration is admitted only where the corroborating record derives from a different source class than the record corroborated.,"=IF(COUNTIF({""model-A"",""model-A"",""model-A""},""model-A"")>1,""Refused - self-corroboration within one model"",""Independent corroboration"")",True
269,Competitive Candidate Resolution,Internal,§21.4.3,21,—,D4 Retrieval & Response,Reasoning,,"Where a query admits several mutually-inconsistent interpretations, activate the candidate records supporting each together rather than evaluating them in sequence; reduce each candidate's activation in proportion to the summed activation of the candidates inconsistent with it; iterate to a stable state under the existing threshold update; suppress candidates below the retention floor. The competition is among candidates rather than among domains, since a domain owns exactly one decision and two domains proposing competing answers would contradict the partition. Where two candidates survive at comparable activation the set does not resolve and clarification is requested rather than the higher being taken.",Suppressed activation = a_i - k * sum of activations of candidates inconsistent with i; retained where above the floor.,=0.82-0.35*(0.61+0.44),True
270,Specialized Feed Registration,Admin,§127.1,127,Operator,D1 Ingestion & Sensory Intake,Knowledge,D1.ch127,"Register a live data source with publication authority, refresh interval, staleness bound, value class, unit and dimension, restatement policy and redistribution entitlement; a registration omitting any of these is connectable but not admissible as a query source, since each governs a decision the system would otherwise make by assumption. Refuse an arithmetic combination of two values of differing dimension rather than computing it.",A feed is admissible as a query source only where all seven registration properties are present.,"=IF(COUNTIF({""publication"",""extraction""},""publication"")>0,""Admitted at publication authority; calibration bypassed"",""Calibrated from extraction"")",True
271,Publication Authority Admission,Internal,§127.2,127,—,D1 Ingestion & Sensory Intake,Knowledge,D1.ch127,"Admit a non-forecast value at its publisher's authority without applying extraction confidence, modality coefficient or source reliability, since calibration would invent an uncertainty that does not exist — a published price is not 87% likely to be the price. The record asserts that the authority published the value, not that it is correct. A forecast is admitted carrying the uncertainty its publisher states. Where a publisher states an interval, retain the interval and compute any required point by a registered rule rather than selecting one.",Point value from a published interval = registered rule over the interval; the interval is retained alongside.,=0.5*(18.2+21.6),True
272,Staleness Bound,Internal,§127.3,127,—,D1 Ingestion & Sensory Intake,Knowledge,D1.ch127,"Serve a value only where its age at query time is within the registered staleness bound; beyond it state the age and publication time rather than serving, extrapolating or substituting the nearest available. A feed value does not decay — it expires, since a quoted value does not grow less certain with age but becomes superseded, and answering from it is not answering with lower confidence but answering wrongly. Absence of publication within a multiple of the refresh interval marks the feed interrupted, distinguishing a stopped feed from an unchanged value.",Serve where (query time − publication time) ≤ staleness bound; otherwise return the age and the publication time.,"=IF(47<=60,""Within staleness bound - served"",""Stale - refused with age stated"")",True
273,Restatement Distinct From Correction,Internal,§127.4,127,—,D1 Ingestion & Sensory Intake,Knowledge,D1.ch127,"Record a publisher's revision of an already-reported period as a restatement related to the prior value, retaining the prior value unmarked and queryable as what was published at its publication time — because it was not wrong, it was correct on the information then available. Reserve the supersession chain and the erroneous marking for a revision issued as a correction. A revision arriving outside the registered restatement policy is held for a named human rather than classified by inference.",A revision is a restatement or a correction by registered policy; the relation determines whether the prior value is marked erroneous.,"=IF(COUNTIF({""restatement"",""correction""},""restatement"")>0,""Prior value retained as correct-when-published"",""Prior value superseded as erroneous"")",True
274,Redistribution Entitlement,User-Facing,§127.5,127,Reader,D1 Ingestion & Sensory Intake,Knowledge,D1.ch127,"Express what a requester may do with a served value — display, derive, delayed, or redistribute — as a dimension distinct from what they may reach. Enforce at composition rather than at export: a response that would carry a value beyond its entitlement is composed without it and the entitlement is stated, so the requester is told rather than left to infer. A derived value carries the source feed's entitlement unless a registered derivation discharges it, so an entitlement cannot be escaped by computing on a value and redistributing the result.",A value enters a response only where the requester's redistribution entitlement admits the intended use.,"=IF(COUNTIF({""view"",""redistribute""},""redistribute"")>0,""Refused - redistribution not entitled"",""Value may be displayed"")",True
275,Agent Definition Completeness,Admin,§128.1,128,Operator,D11 Platform Governance & Evolution,Platform,D11.ch128,"Register a defined agent only where all six phases are complete — purpose and boundary, operational function with deterministic decision rules and error handling, scope description as an entitlement, runtime with duration bound and termination condition, declared capability set, and a review with a named human approval. Refuse a definition lacking any element rather than supplying a default, since an agent whose behaviour is not fully determined before it runs cannot be evaluated before it runs. An agent without a termination condition is not registrable.",Registration proceeds only where every element of all six definition phases is present.,"=IF(AND(1=1,1=1,1=1,1=1,1=1,1=1),""Agent admitted to registration"",""Refused - definition incomplete"")",True
276,Agent Capability Bounding,Admin,§128.1,128,Operator,D11 Platform Governance & Evolution,Platform,D11.ch128,"Bound an agent's declared capability set above by the capabilities of the identity registering it, so an agent cannot be given authority its author does not hold; refuse an undeclared capability at the boundary at execution time. Re-perform the governance evaluation at each execution rather than at registration, so an agent does not accumulate authority by having been approved once.",An operation executes only where it lies within the agent's declared capability set.,"=IF(COUNTIF({""read"",""compose""},""write"")>0,""Refused - capability not declared"",""Within declared capability"")",True
277,Agent Lifecycle Enforcement,Admin,§128.4,128,Operator,D11 Platform Governance & Evolution,Platform,D11.ch128,"Enforce rather than track the lifecycle across six stages: initialization, execution within window and duration bound, non-disableable monitoring, advisory reporting, termination, archival. Terminate on lifecycle expiry, owner or operator request, governance exclusion, capability violation or exceeding a configured error rate, taking effect before the next execution. Renewal is a fresh registration with a fresh review and approval, so an agent cannot persist by inattention.","An agent terminates where elapsed lifetime reaches the registered lifecycle bound, irrespective of attention.","=IF(14>=14,""Lifecycle expired - agent terminated"",""Within lifecycle"")",True
278,Agent Decision Trace,Internal,§128.5,128,—,D11 Platform Governance & Evolution,Platform,D11.ch128,"Write on each execution a trace of the trigger fired, scope resolved, records read, branch taken by each rule, outputs, every refusal with its cause, and compute consumed. Write it by the execution mechanism rather than by the agent, so an agent cannot omit from its own trace what it would prefer not to record, and append it to the provenance chain under the keyed-checksum discipline so later alteration is detectable. Record refusals and terminations with equal prominence to successes.",A deductive conclusion an agent may admit carries confidence bounded by the least of the traversed edge confidences.,"=MIN(0.62,0.55)",True
279,Advisory Distinguished From Approval,Admin,§128.6,128,Operator,D11 Platform Governance & Evolution,Platform,D11.ch128,"Adopt the agent's self-analysis and warnings, which block registration on an unresolved finding, while refusing its self-confirmation of compliance: a mechanism cannot establish its own compliance, and a confirmation so produced would be relied on precisely where reliance is least warranted. Compliance is established by the governance evaluation performed upon the agent and by a named human approval. During operation an agent reports but does not decide — it does not renew itself, widen its scope, extend its lifecycle or clear its own findings.",A registration or continuation proceeds on a recorded human approval; an agent's own report is advisory only.,"=IF(COUNTIF({""advisory"",""approval""},""approval"")>0,""Named human approval recorded"",""Advisory only - not an approval"")",True
